Name,Year,Genre,Publisher,Sales North America,Sales Europe,Sales Japan,Sales other regions,Sales worldwide,Platform,Console Developer
DefCon 5,1995,Shooter,Psygnosis,0.04,0.03,0.0,0.0,0.07,PlayStation,Sony
Lost in Blue 2,2007,Adventure,Konami Digital Entertainment,0.01,0.01,0.05,0.0,0.07,Nintendo DS,Nintendo
Secret Service: Ultimate Sacrifice,2008,Action,Activision,0.03,0.03,0.0,0.01,0.07,PlayStation 2,Sony
Deep Labyrinth,2006,Action,505 Games,0.06,0.0,0.0,0.0,0.07,Nintendo DS,Nintendo
Tropix,2008,Puzzle,Capcom,0.06,0.0,0.0,0.0,0.07,Nintendo DS,Nintendo
Nichibeikan Pro Yakyuu: Final League,2002,Sports,SquareSoft,0.0,0.0,0.07,0.0,0.07,PlayStation 2,Sony
Resident Evil 6,2016,Shooter,Capcom,0.05,0.0,0.0,0.01,0.07,PlayStation 4,Sony
Hammerin' Hero,2008,Action,Irem Software Engineering,0.06,0.0,0.0,0.01,0.07,PlayStation Portable,Sony
Spawn: Armageddon,2003,Action,Electronic Arts,0.05,0.01,0.0,0.0,0.07,GameCube,Nintendo
God Hand,2006,Action,Capcom,0.0,0.0,0.07,0.0,0.07,PlayStation 2,Sony
Shin Chan: Las Nuevas Aventuras Para Wii!,2006,Action,505 Games,0.0,0.0,0.07,0.0,0.07,Nintendo Wii,Nintendo
Challenge Me: Brain Puzzles 2,2010,Puzzle,O-Games,0.0,0.06,0.0,0.01,0.07,Nintendo Wii,Nintendo
The Tale of Despereaux,2008,Platform,Brash Entertainment,0.06,0.0,0.0,0.0,0.07,Nintendo DS,Nintendo
Legends of Wrestling II,2002,Fighting,Acclaim Entertainment,0.05,0.02,0.0,0.0,0.07,Game Boy Advance,Nintendo
Tony Hawk's Pro Skater 5,2015,Sports,Activision,0.06,0.0,0.0,0.01,0.07,Xbox 360,Microsoft
Fatal Fury: Battle Archives Volume 2,2007,Fighting,SNK Playmore,0.03,0.03,0.0,0.01,0.07,PlayStation 2,Sony
Jurassic Park: Operation Genesis,2003,Simulation,Konami Digital Entertainment,0.05,0.01,0.0,0.0,0.07,Xbox,Microsoft
Transformer: Rise of the Dark Spark (3DS),2014,Role-Playing,Activision,0.05,0.01,0.0,0.01,0.07,Nintendo 3DS,Nintendo
Freddi Fish: Kelp Seed Mystery,2008,Adventure,Majesco Entertainment,0.06,0.0,0.0,0.0,0.07,Nintendo Wii,Nintendo
Ragnarok: Hikari to Yami no Koujo,2011,Role-Playing,GungHo,0.02,0.0,0.05,0.0,0.07,PlayStation Portable,Sony
FIFA Soccer 06,2005,Sports,Electronic Arts,0.05,0.02,0.0,0.0,0.07,Game Boy Advance,Nintendo
RedCard 20-03,2002,Sports,Midway Games,0.03,0.03,0.0,0.01,0.07,PlayStation 2,Sony
James Bond 007: Blood Stone,2010,Shooter,Activision,0.05,0.01,0.0,0.0,0.07,Nintendo DS,Nintendo
Imagine: Gymnast,2008,Simulation,Ubisoft,0.05,0.01,0.0,0.0,0.07,Nintendo DS,Nintendo
Kanji Sonomama DS Rakubiki Jiten,2006,Misc,Nintendo,0.0,0.0,0.07,0.0,0.07,Nintendo DS,Nintendo
Future Tactics: The Uprising,2004,Strategy,Crave Entertainment,0.03,0.03,0.0,0.01,0.07,PlayStation 2,Sony
Driver: Parallel Lines,2006,Racing,Atari,0.05,0.01,0.0,0.0,0.07,Xbox,Microsoft
Cities XL 2012,2011,Strategy,Focus Home Interactive,0.01,0.05,0.0,0.01,0.07,Personal Computer,Various
Pipe Mania,2008,Puzzle,Empire Interactive,0.06,0.0,0.0,0.01,0.07,PlayStation Portable,Sony
everGirl,2005,Adventure,THQ,0.05,0.02,0.0,0.0,0.07,Game Boy Advance,Nintendo
Heroes Phantasia,2012,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,PlayStation Portable,Sony
Prince of Persia: The Fallen King,2008,Action,Ubisoft,0.06,0.01,0.0,0.01,0.07,Nintendo DS,Nintendo
Jewels of the Ages,2011,Puzzle,City Interactive,0.03,0.03,0.0,0.01,0.07,Nintendo DS,Nintendo
The Book of Unwritten Tales 2,2015,Adventure,Nordic Games,0.0,0.06,0.0,0.01,0.07,PlayStation 4,Sony
Batman: Rise of Sin Tzu,2003,Action,Ubisoft,0.05,0.02,0.0,0.0,0.07,Game Boy Advance,Nintendo
Chuugaku Eitango Target 1800 DS,2006,Misc,IE Institute,0.0,0.0,0.07,0.0,0.07,Nintendo DS,Nintendo
Future Card Buddy Fight: Yuujou no Bakunetsu Fight,2015,Action,FuRyu,0.0,0.0,0.07,0.0,0.07,Nintendo 3DS,Nintendo
World Racing,2003,Racing,TDK Mediactive,0.05,0.01,0.0,0.0,0.07,Xbox,Microsoft
Major League Baseball 2K10,2010,Sports,Take-Two Interactive,0.06,0.0,0.0,0.0,0.07,PlayStation Portable,Sony
Penguins of Madagascar,2014,Action,Namco Bandai Games,0.0,0.06,0.0,0.0,0.07,Nintendo 3DS,Nintendo
Disney's Party,2003,Misc,Hudson Entertainment,0.05,0.02,0.0,0.0,0.07,Game Boy Advance,Nintendo
Rapala Pro Bass Fishing 2010,2010,Sports,Activision,0.06,0.0,0.0,0.01,0.07,PlayStation Portable,Sony
X-Men: The Official Game,2006,Action,Activision,0.05,0.02,0.0,0.0,0.07,Game Boy Advance,Nintendo
Dreamer Series: Pop Star,2009,Misc,Tivola,0.04,0.02,0.0,0.01,0.07,Nintendo DS,Nintendo
Card Games,2000,Misc,D3Publisher,0.04,0.03,0.0,0.0,0.07,PlayStation,Sony
My Amusement Park,2010,Misc,Scholastic Inc.,0.06,0.0,0.0,0.0,0.07,Nintendo DS,Nintendo
Mega Man: Battle & Chase,1997,Racing,Capcom,0.0,0.0,0.06,0.0,0.07,PlayStation,Sony
Winning Post 7 2010,2010,Sports,Tecmo Koei,0.0,0.0,0.07,0.0,0.07,PlayStation 3,Sony
R-Type Command,2007,Strategy,Rising Star Games,0.05,0.0,0.01,0.01,0.07,PlayStation Portable,Sony
Age of Empires III: The Asian Dynasties,2007,Strategy,Microsoft Game Studios,0.0,0.05,0.0,0.01,0.07,Personal Computer,Various
Destrega,1998,Fighting,Sony Computer Entertainment,0.04,0.03,0.0,0.0,0.07,PlayStation,Sony
Dungeon Maker II: The Hidden War,2007,Role-Playing,Global A Entertainment,0.06,0.0,0.0,0.01,0.07,PlayStation Portable,Sony
The Final Round,1996,Sports,Konami Digital Entertainment,0.04,0.03,0.0,0.0,0.07,PlayStation,Sony
Nobunaga no Yabou: Tendou with Power-Up Kit,2011,Strategy,Tecmo Koei,0.0,0.0,0.07,0.0,0.07,PlayStation 3,Sony
Transformer: Rise of the Dark Spark,2014,Action,Activision,0.05,0.01,0.0,0.01,0.07,Nintendo Wii U,Nintendo
MAPLUS: Portable Navi,2006,Misc,Edia,0.0,0.0,0.07,0.0,0.07,PlayStation Portable,Sony
Brain Quest: Grades 3 & 4,2008,Misc,Electronic Arts,0.06,0.0,0.0,0.01,0.07,Nintendo DS,Nintendo
Petz: Hamsterz Bunch,2009,Simulation,Ubisoft,0.06,0.0,0.0,0.01,0.07,PlayStation Portable,Sony
The King of Fighters 02/03,2005,Fighting,SNK,0.03,0.03,0.0,0.01,0.07,PlayStation 2,Sony
Kamen Rider: Dragon Knight,2009,Fighting,D3Publisher,0.06,0.0,0.0,0.0,0.07,Nintendo Wii,Nintendo
Army Men: Green Rogue,2001,Action,3DO,0.04,0.02,0.0,0.0,0.07,PlayStation,Sony
Centipede / Breakout / Warlords,2005,Misc,Zoo Digital Publishing,0.05,0.02,0.0,0.0,0.07,Game Boy Advance,Nintendo
Lucian Bee's: Justice Yellow / Evil Violet,2010,Adventure,5pb,0.0,0.0,0.07,0.0,0.07,PlayStation 2,Sony
Sly 2: Band of Thieves,2010,Platform,Sony Computer Entertainment,0.0,0.05,0.0,0.02,0.07,PlayStation 3,Sony
Hyperdimension Neptunia Victory,2014,Role-Playing,Compile Heart,0.0,0.0,0.07,0.0,0.07,PlayStation Vita,Sony
Armored Core: Nine Breaker,2004,Simulation,505 Games,0.03,0.03,0.0,0.01,0.07,PlayStation 2,Sony
Doraemon: Nobita no Shin Makai Daibouken DS,2007,Role-Playing,Sega,0.0,0.0,0.07,0.0,0.07,Nintendo DS,Nintendo
SBK 2011: FIM Superbike World Championship,2011,Racing,Black Bean Games,0.0,0.06,0.0,0.01,0.07,Xbox 360,Microsoft
Fairy Fencer F: Advent Dark Force,2015,Role-Playing,Idea Factory International,0.02,0.0,0.05,0.0,0.07,PlayStation 4,Sony
Cabela's Big Game Hunter 2005 Adventures,2004,Sports,Activision,0.05,0.01,0.0,0.0,0.07,GameCube,Nintendo
Worms 3D,2003,Strategy,Sega,0.05,0.01,0.0,0.0,0.07,GameCube,Nintendo
Fantasy Aquarium World,2009,Simulation,Destineer,0.06,0.0,0.0,0.0,0.07,Nintendo Wii,Nintendo
Monster Tale,2011,Platform,Majesco Entertainment,0.06,0.0,0.0,0.0,0.07,Nintendo DS,Nintendo
Tokobot,2005,Platform,Take-Two Interactive,0.06,0.0,0.0,0.01,0.07,PlayStation Portable,Sony
TRON: Evolution,2010,Action,Disney Interactive Studios,0.06,0.0,0.0,0.0,0.07,Personal Computer,Various
Gambler Densetsu Tetsuya,2001,Adventure,Athena,0.0,0.0,0.07,0.0,0.07,PlayStation 2,Sony
The Guided Fate Paradox,2013,Role-Playing,Nippon Ichi Software,0.0,0.0,0.06,0.0,0.07,PlayStation 3,Sony
Bleach: Hanatareshi Yabou,2006,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.07,0.0,0.07,PlayStation 2,Sony
Karaoke Revolution Party,2005,Misc,Konami Digital Entertainment,0.05,0.01,0.0,0.0,0.07,Xbox,Microsoft
Cold Stone Creamery: Scoop It Up,2009,Misc,Zoo Games,0.06,0.0,0.0,0.0,0.07,Nintendo Wii,Nintendo
Yoake Yori Ruriiro na: Brighter than Dawning Blue,2006,Adventure,Aria,0.0,0.0,0.07,0.0,0.07,PlayStation 2,Sony
Pandemonium 2,1997,Platform,BMG Interactive Entertainment,0.04,0.02,0.0,0.0,0.07,PlayStation,Sony
MotorStorm RC,2012,Racing,Sony Computer Entertainment,0.0,0.05,0.0,0.02,0.07,PlayStation Vita,Sony
Fallout: Brotherhood of Steel,2004,Role-Playing,Avalon Interactive,0.03,0.03,0.0,0.01,0.07,PlayStation 2,Sony
Touch 'N' Play Collection,2010,Misc,O-Games,0.04,0.02,0.0,0.01,0.07,Nintendo DS,Nintendo
Mayhem 3D,2011,Racing,Evolved Games,0.06,0.0,0.0,0.0,0.07,Xbox 360,Microsoft
One Piece: Unlimited World Red,2014,Action,Namco Bandai Games,0.0,0.04,0.02,0.0,0.07,Nintendo Wii U,Nintendo
Parlor! Mini 2,1996,Misc,Nippon Telenet,0.0,0.0,0.07,0.0,0.07,Super Nintendo Entertainment System,Nintendo
Gundam Try Age SP,2014,Strategy,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,Nintendo 3DS,Nintendo
Top Gun,2011,Simulation,505 Games,0.06,0.0,0.0,0.01,0.07,PlayStation 3,Sony
Gunstar Super Heroes,2005,Shooter,Sega,0.05,0.02,0.0,0.0,0.07,Game Boy Advance,Nintendo
Insecticide,2008,Action,Gamecock,0.06,0.0,0.0,0.0,0.07,Nintendo DS,Nintendo
C: The Contra Adventure,1998,Shooter,Konami Digital Entertainment,0.04,0.02,0.0,0.0,0.07,PlayStation,Sony
Interactive Storybook DS Series 1,2007,Misc,Tommo,0.06,0.0,0.0,0.0,0.07,Nintendo DS,Nintendo
Frogger Advance: The Great Quest,2002,Action,Konami Digital Entertainment,0.05,0.02,0.0,0.0,0.07,Game Boy Advance,Nintendo
Worms Forts: Under Siege,2004,Strategy,Sega,0.05,0.01,0.0,0.0,0.07,Xbox,Microsoft
Dream C Club,2009,Simulation,D3Publisher,0.0,0.0,0.07,0.0,0.07,Xbox 360,Microsoft
Pro Evolution Soccer 2015,2014,Sports,Konami Digital Entertainment,0.0,0.06,0.0,0.01,0.07,Personal Computer,Various
Disney Infinity,2013,Action,Disney Interactive Studios,0.05,0.0,0.0,0.02,0.07,PlayStation Vita,Sony
Pocky & Rocky with Becky,2001,Shooter,Altron,0.05,0.02,0.0,0.0,0.07,Game Boy Advance,Nintendo
Full Spectrum Warrior: Ten Hammers,2006,Strategy,THQ,0.03,0.02,0.0,0.01,0.07,PlayStation 2,Sony
Streets of Rage 3,1993,Action,Sega,0.0,0.0,0.07,0.0,0.07,Genesis (Mega Drive),Sega
Chocolatier,2010,Misc,Zoo Games,0.06,0.0,0.0,0.0,0.07,Nintendo DS,Nintendo
Cosmos Chaos!,2010,Misc,Mentor Interactive,0.06,0.0,0.0,0.0,0.07,Nintendo DS,Nintendo
Lego Star Wars: The Force Awakens,2016,Action,Warner Bros. Interactive Entertainment,0.02,0.04,0.0,0.0,0.07,Nintendo 3DS,Nintendo
12-Sai. Honto no Kimochi,2014,Adventure,Happinet,0.0,0.0,0.07,0.0,0.07,Nintendo 3DS,Nintendo
"Warhammer 40,000: Squad Command",2007,Strategy,THQ,0.05,0.01,0.0,0.01,0.07,Nintendo DS,Nintendo
Hasbro Family Game Night Fun Pack,2011,Misc,Electronic Arts,0.06,0.0,0.0,0.0,0.07,Xbox 360,Microsoft
Pro Yaky? Spirits 4,2007,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,PlayStation 3,Sony
Speed Racer,1996,Racing,Tomy Corporation,0.04,0.02,0.0,0.0,0.07,PlayStation,Sony
NHL Hitz Pro,2003,Sports,Midway Games,0.05,0.01,0.0,0.0,0.07,Xbox,Microsoft
Walt Disney Pictures Presents Enchanted,2007,Platform,Disney Interactive Studios,0.04,0.01,0.0,0.01,0.07,Nintendo DS,Nintendo
Cardfight!! Vanguard: Lock On Victory!!,2014,Misc,FuRyu,0.0,0.0,0.07,0.0,0.07,Nintendo 3DS,Nintendo
Jewel Quest IV: Heritage,2011,Puzzle,iWin,0.0,0.05,0.0,0.01,0.06,Nintendo DS,Nintendo
Atelier Meruru: Alchemist of Arland 3,2013,Role-Playing,Gust,0.0,0.0,0.06,0.0,0.06,PlayStation Vita,Sony
Hot Wheels: Burnin' Rubber,2001,Racing,THQ,0.05,0.02,0.0,0.0,0.06,Game Boy Advance,Nintendo
Ojyousama Express,1998,Strategy,Media Works,0.0,0.0,0.06,0.0,0.06,PlayStation,Sony
Chrysler Classic Racing,2008,Racing,Zoo Games,0.06,0.0,0.0,0.0,0.06,Nintendo Wii,Nintendo
Wings of War,2004,Simulation,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06,Xbox,Microsoft
Jam Sessions 2,2009,Misc,Ubisoft,0.06,0.0,0.0,0.0,0.06,Nintendo DS,Nintendo
Orcs & Elves,2007,Role-Playing,Electronic Arts,0.06,0.0,0.0,0.01,0.06,Nintendo DS,Nintendo
187: Ride or Die,2005,Racing,Ubisoft,0.05,0.01,0.0,0.0,0.06,Xbox,Microsoft
RPG Maker 3,2004,Role-Playing,Enterbrain,0.03,0.02,0.0,0.01,0.06,PlayStation 2,Sony
Zatch Bell! Mamodo Battles,2005,Fighting,Namco Bandai Games,0.05,0.01,0.0,0.0,0.06,GameCube,Nintendo
Motion Explosion!,2011,Misc,505 Games,0.05,0.01,0.0,0.0,0.06,Xbox 360,Microsoft
Genkai Tokki Monster Monpiece,2013,Strategy,Idea Factory,0.0,0.0,0.06,0.0,0.06,PlayStation Vita,Sony
Desert Strike Advance,2002,Simulation,Electronic Arts,0.05,0.02,0.0,0.0,0.06,Game Boy Advance,Nintendo
Kabuki Warriors,2001,Action,Genki,0.05,0.01,0.0,0.0,0.06,Xbox,Microsoft
Gradius Collection,2006,Shooter,Konami Digital Entertainment,0.04,0.0,0.02,0.0,0.06,PlayStation Portable,Sony
Disney's Chicken Little: Ace In Action,2006,Shooter,Disney Interactive Studios,0.06,0.0,0.0,0.0,0.06,Nintendo DS,Nintendo
IL-2 Sturmovik: Birds of Prey,2009,Simulation,505 Games,0.06,0.0,0.0,0.0,0.06,Nintendo DS,Nintendo
Discworld,1994,Adventure,Psygnosis,0.04,0.02,0.0,0.0,0.06,PlayStation,Sony
The LEGO Movie Videogame,2014,Action,Warner Bros. Interactive Entertainment,0.02,0.04,0.0,0.01,0.06,Personal Computer,Various
Escape from Bug Island,2006,Action,Eidos Interactive,0.04,0.01,0.01,0.0,0.06,Nintendo Wii,Nintendo
World Poker Tour,2005,Misc,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06,Xbox,Microsoft
Pirates: The Legend of Black Kat,2002,Adventure,Electronic Arts,0.05,0.01,0.0,0.0,0.06,Xbox,Microsoft
Elite Forces: Unit 77,2009,Strategy,Deep Silver,0.06,0.0,0.0,0.0,0.06,Nintendo DS,Nintendo
July,1998,Adventure,Fortyfive,0.0,0.0,0.06,0.0,0.06,Dreamcast,Sega
ESPN Winter X-Games: Snowboarding 2002,2000,Sports,Konami Digital Entertainment,0.05,0.02,0.0,0.0,0.06,Game Boy Advance,Nintendo
Bleach: Versus Crusade,2008,Fighting,Sega,0.0,0.0,0.06,0.0,0.06,Nintendo Wii,Nintendo
Kanon,2000,Adventure,NEC Interchannel,0.0,0.0,0.06,0.0,0.06,Dreamcast,Sega
NanoBreaker,2005,Action,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06,PlayStation 2,Sony
Bionicle,2003,Action,Electronic Arts,0.05,0.01,0.0,0.0,0.06,Xbox,Microsoft
My Pet Shop,2008,Simulation,Square Enix,0.06,0.0,0.0,0.0,0.06,Nintendo DS,Nintendo
Guitar Freaks 3rdMIX & DrumMania 2ndMIX,2000,Simulation,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,PlayStation 2,Sony
Miami Vice: The Game,2006,Shooter,Activision,0.06,0.0,0.0,0.0,0.06,PlayStation Portable,Sony
Santa Claus Is Comin' to Town!,2011,Puzzle,Crave Entertainment,0.06,0.0,0.0,0.0,0.06,Nintendo Wii,Nintendo
BMX XXX,2002,Sports,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06,GameCube,Nintendo
Broken Sword 5: The Serpent's Curse,2015,Adventure,Revolution Software,0.0,0.06,0.0,0.01,0.06,PlayStation 4,Sony
Disney's Magical Quest 2 Starring Mickey and Minnie,2003,Action,Capcom,0.05,0.02,0.0,0.0,0.06,Game Boy Advance,Nintendo
Aggressive Inline,2002,Sports,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06,Xbox,Microsoft
Western Riding Academy,2010,Simulation,Destineer,0.06,0.0,0.0,0.0,0.06,Nintendo DS,Nintendo
My Pet Chimp,2010,Simulation,505 Games,0.06,0.0,0.0,0.0,0.06,Nintendo DS,Nintendo
Frogger: Helmet Chaos,2005,Platform,Konami Digital Entertainment,0.06,0.0,0.0,0.0,0.06,Nintendo DS,Nintendo
Ikki Tousen: Xross Impact,2010,Action,Marvelous Interactive,0.0,0.0,0.06,0.0,0.06,PlayStation Portable,Sony
Bullet Girls,2014,Action,D3Publisher,0.0,0.0,0.06,0.0,0.06,PlayStation Vita,Sony
Paws & Claws: Marine Rescue,2011,Simulation,THQ,0.06,0.0,0.0,0.0,0.06,Nintendo DS,Nintendo
Super Mahjong 2: Honkaku 4Jin Uchi,1993,Misc,Imax,0.0,0.0,0.06,0.0,0.06,Super Nintendo Entertainment System,Nintendo
XGRA: Extreme G Racing Association,2003,Racing,Acclaim Entertainment,0.03,0.02,0.0,0.01,0.06,PlayStation 2,Sony
Cabela's Trophy Bucks,2008,Sports,Activision Value,0.06,0.0,0.0,0.0,0.06,Nintendo Wii,Nintendo
Mitsukete! Keroro Gunsou: Machigai Sagashi Daisakusen de Arimasu!,2007,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,Nintendo DS,Nintendo
Pop'n Music Portable 2,2011,Misc,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,PlayStation Portable,Sony
Fist of the North Star: Ken's Rage 2,2012,Fighting,Tecmo Koei,0.03,0.01,0.02,0.0,0.06,Xbox 360,Microsoft
Smart Boy's Toys Club,2008,Misc,505 Games,0.06,0.0,0.0,0.0,0.06,Nintendo DS,Nintendo
Ys vs. Sora no Kiseki: Alternative Saga,2010,Fighting,Falcom Corporation,0.0,0.0,0.06,0.0,0.06,PlayStation Portable,Sony
Naruto: Ultimate Ninja Heroes (JP sales),2006,Fighting,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,PlayStation Portable,Sony
Max & the Magic Marker,2011,Platform,Unknown,0.0,0.06,0.0,0.0,0.06,Nintendo DS,Nintendo
Legend of the Dragon,2007,Fighting,Game Factory,0.06,0.0,0.0,0.0,0.06,Nintendo Wii,Nintendo
Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin,2008,Adventure,Marvelous Interactive,0.0,0.0,0.06,0.0,0.06,Nintendo DS,Nintendo
Ray Tracers,1997,Racing,Sony Computer Entertainment,0.04,0.02,0.0,0.0,0.06,PlayStation,Sony
Monster Madness: Grave Danger,2008,Shooter,SouthPeak Games,0.05,0.01,0.0,0.01,0.06,PlayStation 3,Sony
Sprung - A Game Where Everyone Scores,2004,Adventure,Ubisoft,0.06,0.0,0.0,0.0,0.06,Nintendo DS,Nintendo
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 14: CR Shinseiki Evangelion: Saigo no Mono,2009,Misc,D3Publisher,0.0,0.0,0.06,0.0,0.06,PlayStation 2,Sony
Nicola Kanshuu: Model * Oshare Audition,2010,Misc,Alchemist,0.0,0.0,0.06,0.0,0.06,Nintendo DS,Nintendo
Rugby 15,2015,Sports,Bigben Interactive,0.0,0.05,0.0,0.01,0.06,PlayStation Vita,Sony
Kururin Paradise,2002,Puzzle,Unknown,0.0,0.0,0.06,0.0,0.06,Game Boy Advance,Nintendo
Kiniro no Corda 2,2007,Role-Playing,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,PlayStation 2,Sony
Fast Food Panic,2009,Simulation,Nobilis,0.06,0.0,0.0,0.0,0.06,Nintendo Wii,Nintendo
Samurai Warriors Chronicles 3,2014,Action,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,PlayStation Vita,Sony
Dynasty Warriors Vs,2012,Action,Ackkstudios,0.0,0.0,0.06,0.0,0.06,Nintendo 3DS,Nintendo
Another Code R: A Journey into Lost Memories,2009,Adventure,Nintendo,0.0,0.03,0.03,0.0,0.06,Nintendo Wii,Nintendo
Gallop Racer 2004,2004,Sports,Zoo Digital Publishing,0.03,0.02,0.0,0.01,0.06,PlayStation 2,Sony
Rayman: Hoodlum's Revenge,2005,Platform,Ubisoft,0.05,0.02,0.0,0.0,0.06,Game Boy Advance,Nintendo
Sunrise Eiyuutan R,2000,Role-Playing,Sunrise Interactive,0.0,0.0,0.06,0.0,0.06,PlayStation 2,Sony
Mobile Suit Gundam Seed: Never Ending Tomorrow,2004,Shooter,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06,PlayStation 2,Sony
The Book of Unwritten Tales: The Critter Chronicles,2011,Action,Crimson Cow,0.0,0.05,0.0,0.01,0.06,Personal Computer,Various
Octomania,2007,Puzzle,Midas Interactive Entertainment,0.06,0.0,0.0,0.0,0.06,Nintendo Wii,Nintendo
F1 2001,2001,Racing,Electronic Arts,0.05,0.01,0.0,0.0,0.06,Xbox,Microsoft
Fishing Master (jp sales),2007,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,Nintendo Wii,Nintendo
Zill O'll Infinite Plus,2009,Role-Playing,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,PlayStation Portable,Sony
Pawly Pets: My Vet Practice,2007,Strategy,Ubisoft,0.0,0.06,0.0,0.01,0.06,Nintendo DS,Nintendo
Tonka Rescue Patrol,2003,Action,TDK Mediactive,0.05,0.01,0.0,0.0,0.06,GameCube,Nintendo
GunGriffon II,1998,Simulation,ESP,0.0,0.0,0.06,0.0,0.06,Sega Saturn,Sega
Crimson Gem Saga,2008,Role-Playing,Sega,0.06,0.0,0.0,0.0,0.06,PlayStation Portable,Sony
Legend of Kay,2015,Action,Nordic Games,0.02,0.03,0.0,0.01,0.06,PlayStation 4,Sony
Order Up!!,2011,Action,Funbox Media,0.04,0.01,0.0,0.01,0.06,PlayStation 3,Sony
Steambot Chronicles: Battle Tournament,2008,Fighting,Irem Software Engineering,0.05,0.0,0.01,0.0,0.06,PlayStation Portable,Sony
Bomberman Land,2007,Misc,Hudson Entertainment,0.06,0.0,0.0,0.01,0.06,PlayStation Portable,Sony
Spy Fox in Dry Cereal,2008,Adventure,Majesco Entertainment,0.06,0.0,0.0,0.0,0.06,Nintendo Wii,Nintendo
Cel Damage,2002,Racing,Electronic Arts,0.05,0.01,0.0,0.0,0.06,GameCube,Nintendo
Lego Batman 3: Beyond Gotham,2014,Action,Warner Bros. Interactive Entertainment,0.0,0.06,0.0,0.01,0.06,Personal Computer,Various
Killer Instinct (2013),2013,Fighting,Microsoft Game Studios,0.03,0.03,0.0,0.01,0.06,Xbox One,Microsoft
Famicom Mini: Balloon Fight,2004,Action,Nintendo,0.0,0.0,0.06,0.0,0.06,Game Boy Advance,Nintendo
Steins;Gate: Senkei Kousoku no Phonogram,2013,Adventure,5pb,0.0,0.0,0.06,0.0,0.06,PlayStation 3,Sony
Seaman 2: Peking Genjin Ikusei Kit,2007,Simulation,Sega,0.0,0.0,0.06,0.0,0.06,PlayStation 2,Sony
Chou Gekijouban Keroro Gunsou 3: Tenkuu Daibouken de Arimasu!,2008,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,Nintendo DS,Nintendo
Bionicle Heroes,2006,Shooter,Eidos Interactive,0.06,0.0,0.0,0.0,0.06,Nintendo DS,Nintendo
Ratchet & Clank Collection,2014,Action,Sony Computer Entertainment,0.0,0.05,0.0,0.01,0.06,PlayStation Vita,Sony
The Pinball of the Dead,2002,Misc,Sega,0.05,0.02,0.0,0.0,0.06,Game Boy Advance,Nintendo
Growlanser IV: Over Reloaded,2011,Role-Playing,Atlus,0.0,0.0,0.06,0.0,0.06,PlayStation Portable,Sony
Arc the Lad: End of Darkness,2004,Role-Playing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.06,PlayStation 2,Sony
Tom Clancy's Splinter Cell: Pandora Tomorrow,2004,Action,Ubisoft,0.05,0.02,0.0,0.0,0.06,Game Boy Advance,Nintendo
The King of Route 66,2003,Racing,Sega,0.03,0.02,0.0,0.01,0.06,PlayStation 2,Sony
Sherlock Holmes: Crimes & Punishments,2014,Adventure,Focus Home Interactive,0.03,0.03,0.0,0.01,0.06,Xbox 360,Microsoft
Bubble Bobble also featuring Rainbow Islands,1995,Puzzle,Acclaim Entertainment,0.04,0.02,0.0,0.0,0.06,PlayStation,Sony
Intellivision Lives!,2004,Misc,Crave Entertainment,0.05,0.01,0.0,0.0,0.06,GameCube,Nintendo
Star Wars Knights of the Old Republic II: The Sith Lords,2005,Role-Playing,LucasArts,0.01,0.04,0.0,0.01,0.06,Personal Computer,Various
Panzer Tactics,2007,Strategy,10TACLE Studios,0.06,0.0,0.0,0.0,0.06,Nintendo DS,Nintendo
Pro Yaky? Spirits 2013,2013,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,PlayStation Vita,Sony
Robotica,1994,Shooter,Sega,0.0,0.0,0.06,0.0,0.06,Sega Saturn,Sega
Deathrow: Underground Team Combat,2002,Sports,Ubisoft,0.05,0.01,0.0,0.0,0.06,Xbox,Microsoft
Land of the Dead: Road to Fiddler's Green,2005,Shooter,Groove Games,0.05,0.01,0.0,0.0,0.06,Xbox,Microsoft
R-Types,1998,Shooter,Virgin Interactive,0.04,0.02,0.0,0.0,0.06,PlayStation,Sony
